Province,Year,Addicted to other drugs,Adhd,Alcoholic,Anxiety Disorder,Autistic Disorder,Dementia,Depression,Epilepsy,Intellectual Disabilities,Learning Disabilities,Male population,Schizophrenia,Self-Harm,Total population,Women population
Si Sa Ket,2015,7.976449703,0.204524351,28.497059622,1336.293936944,1.363495676,5.181283568,333.374692702,73.287892567,5.181283568,0.681747838,49958.072507973,714.130860134,7.635575784,100000,50041.927492027
Si Sa Ket,2016,161.827940884,1.021211238,276.135518816,1334.450765364,11.777969614,38.601784805,332.914863661,302.959334007,42.686629758,7.625043912,49929.604505312,644.860856565,45.477940476,100000,50070.395494688
Si Sa Ket,2017,526.458911187,315.916136401,436.177734269,1209.958122587,21.414586393,54.114319900,369.962473487,49.287540110,12.440854952,13.052700277,49917.468863871,920.691249252,54.726165225,100000,50082.531136129
Si Sa Ket,2018,413.610930030,334.569209040,452.995980009,1096.262494568,49.299217731,55.546501521,414.222077358,49.570838766,15.618209474,17.451651456,49895.833333333,700.850173837,52.626575402,100000,50104.166666667
Si Sa Ket,2019,66.395562767,86.490743318,423.356574043,674.614220056,20.774071786,47.522386438,528.516826319,260.830012424,43.856373770,16.972280871,49856.075058215,428.584036552,39.647248114,100000,50143.924941785
Si Sa Ket,2020,421.380519605,185.889161886,533.921029766,1066.617313956,25.583574257,66.272343952,628.838811915,260.462559188,62.325941540,19.936136322,49852.384137367,503.506514626,36.674325863,100000,50147.615862633
Si Sa Ket,2021,197.063804210,143.680921314,439.962782936,578.360308386,22.437278543,62.234286357,602.718821789,265.542103862,47.756409377,15.712956533,49785.645082050,460.821904273,34.307765357,100000,50214.354917950
Si Sa Ket,2022,203.299248521,165.704695127,484.261834037,595.808379118,31.134063415,65.086000118,482.955990318,297.182539083,35.876337974,13.539537511,49736.563211771,554.846123500,8.591077101,100000,50263.436788229
Si Sa Ket,2023,282.715779066,206.425208388,667.955619269,864.259244723,41.450292011,105.209379058,628.915227956,351.776647649,63.277106907,20.449728783,49748.544075707,588.566604836,68.303471221,100000,50251.455924293
Sing Buri,2015,36.370335032,0.472342013,21.727732617,985.777781976,1.889368054,17.476654496,612.155249373,35.425651005,3.306394094,4.723420134,47676.785807067,589.482832730,4.723420134,100000,52323.214192933
Sing Buri,2016,65.477009504,0,27.044851752,990.221150972,2.372355417,19.927785501,614.914524034,37.957686669,8.540479500,6.642595167,47657.299025911,1653.531725509,6.168124084,100000,52342.700974089
Sing Buri,2017,223.111284484,310.643216989,448.125437065,947.152595750,121.307841244,222.635567459,666.479551304,59.940345085,22.358700151,20.931549077,47625.934189307,704.061196238,48.047419473,100000,52374.065810693
Sing Buri,2018,256.202290076,327.290076336,654.580152672,895.515267176,145.038167939,213.263358779,775.286259542,63.454198473,36.736641221,38.167938931,47613.072519084,607.347328244,58.683206107,100000,52386.927480916
Sing Buri,2019,57.449528196,134.048899123,164.209901426,652.052145022,28.246018030,180.487267748,687.958100144,238.415542012,34.469716917,26.809779825,47602.679062998,341.824692765,33.512224781,100000,52397.320937002
Sing Buri,2020,39.105875537,24.622217931,59.865784773,261.188625501,8.690194564,68.555979337,755.081349877,71.452710858,8.690194564,3.862308695,47582.677545503,179.114565732,37.174721190,100000,52417.322454497
Sing Buri,2021,98.431911431,139.851280102,136.927559961,595.951622177,32.648208247,252.414505550,773.811264119,228.050171038,47.266808954,27.775341344,47503.630285842,341.587969866,33.135494937,100000,52496.369714158
Sing Buri,2022,111.590134842,172.055273986,150.917054610,869.124926877,35.885814288,243.335316066,1316.468639239,261.524016458,38.835333271,24.579324855,47472.508025150,394.743957173,15.239181410,100000,52527.491974850
Sing Buri,2023,190.046323791,257.849309102,206.378429742,1003.187235222,64.338599200,386.526507503,1137.308468939,313.774399176,83.640178960,40.582808726,47476.442174447,452.844755909,76.216494437,100000,52523.557825553
Songkhla,2015,65.351575833,0.853339402,35.484696780,618.528842872,16.995676414,26.240186597,273.566389805,153.743315508,23.253498692,15.288997611,48809.591534873,581.906360223,11.804528388,100000,51190.408465127
Songkhla,2016,143.183105383,2.616185135,52.606533533,615.015629938,15.909233931,38.889238499,272.012546375,192.537084424,37.687207491,40.586223452,48804.792285506,379.276136927,26.091143648,100000,51195.207714494
Songkhla,2017,92.738726580,345.835236072,483.676787947,607.093879314,139.037726649,87.180032043,332.536587116,60.864187020,50.028250834,41.373574529,48781.414539997,505.770839651,41.303211307,100000,51218.585460003
Songkhla,2018,88.345278249,258.810395504,2280.679174437,560.639275667,148.431259259,60.785468566,358.977013440,62.184443677,49.943411457,35.394070304,48772.329391488,400.456625476,35.324121549,100000,51227.670608512
Songkhla,2019,489.652816985,144.630547366,69.074155392,450.201785752,25.022827231,52.694310269,359.868682433,176.344715583,27.810885975,70.259080359,48792.352354864,236.148575650,22.652977298,100000,51207.647645136
Songkhla,2020,1442.846921243,130.864477387,70.438743673,410.463873547,19.817415545,47.144588559,402.536907329,170.221169311,32.820421534,62.998520995,48782.341500658,217.226688287,38.869948384,100000,51217.658499342
Songkhla,2021,242.902973795,175.200676463,80.641269446,530.497856677,38.257393224,70.290091755,466.502400004,233.041378833,46.020776492,53.784159761,48724.042498578,300.393974216,37.488048936,100000,51275.957501422
Songkhla,2022,743.346358316,219.971266777,122.633282463,755.714501333,78.611078502,83.292804955,728.951796385,301.447282363,43.952327447,39.270600994,48689.885234813,408.008966554,13.695796788,100000,51310.114765187
Songkhla,2023,415.959021679,293.351013105,126.590149023,895.911739001,86.559158189,120.721731519,736.626121025,411.627570664,82.227707174,99.763097574,48664.341189794,446.838075690,130.222978907,100000,51335.658810206
Sukhothai,2015,2.491363274,0,1.826999734,485.815838427,0.332181770,1.328727079,611.048365666,3.487908584,0.166090885,0.166090885,48728.242094074,485.981929312,0.332181770,100000,51271.757905926
Sukhothai,2016,40.324730724,0.166631119,22.995094380,487.396022182,3.499253493,13.997013970,613.035885678,36.658846113,5.832089154,2.332835662,48693.112136078,884.977871387,4.832302442,100000,51306.887863922
Sukhothai,2017,239.952009598,312.270879158,903.485969473,427.914417117,36.825968140,75.651536359,580.383923215,51.989602080,22.995400920,25.494901020,48649.103512631,604.712390855,39.158834900,100000,51350.896487369
Sukhothai,2018,231.377455984,323.093140703,726.374858208,417.982956586,67.157933073,88.541553553,645.852162335,42.433121892,25.727168391,25.393049321,48596.616376178,461.752554758,40.929586077,100000,51403.383623822
Sukhothai,2019,31.385791803,39.945553204,195.363966090,301.270033618,21.147645814,57.736429841,498.648061214,236.820065423,37.931491698,33.903368686,48537.707427355,301.102195159,29.707407215,100000,51462.292572645
Sukhothai,2020,82.281537470,7.908450432,104.997299348,123.674703559,4.374887473,13.629457127,509.842655489,62.089749134,12.283337905,8.918039848,48540.554365549,149.924028396,30.287682504,100000,51459.445634451
Sukhothai,2021,19.620856800,45.895743298,180.511882561,297.554558778,21.156402115,87.355466797,538.635173201,250.635118604,37.876784432,23.715644306,48427.175057284,314.274941095,29.345977127,100000,51572.824942716
Sukhothai,2022,128.150802787,51.294631905,183.734283513,360.777962865,33.967682666,69.479350908,684.328717960,267.795720415,33.796128713,28.649510128,48374.268965718,353.229588940,9.778575313,100000,51625.731034282
Sukhothai,2023,213.480877325,66.270539121,246.270987828,484.430737795,43.490041298,145.311963386,769.877278697,342.052626402,63.336687129,38.830394016,48374.214547419,412.119915160,57.814142202,100000,51625.785452581
Suphan Buri,2015,58.096440091,0,35.588488656,455.815477222,4.360179074,18.501300394,326.306374464,101.816073506,7.777616726,1.531954810,48388.560304223,477.145001880,16.026604163,100000,51611.439695777
Suphan Buri,2016,56.698163027,0.353626796,31.119158085,455.942816190,2.946889970,17.327713025,326.397533099,78.740900004,6.129531138,2.357511976,48376.145750820,616.489381766,14.145071857,100000,51623.854249180
Suphan Buri,2017,151.056154919,423.334579360,426.518432742,456.470238636,51.531256596,93.393032550,370.624117807,43.276821901,22.051132685,25.352906563,48371.458994916,489.016295433,40.918411988,100000,51628.541005084
Suphan Buri,2018,251.202426995,323.512924029,594.736172678,379.571224662,78.434513070,76.667969983,350.364378954,42.750342709,27.322533081,27.204763542,48360.530245573,360.021481164,48.756589206,100000,51639.469754427
Suphan Buri,2019,54.057754455,87.932373513,128.534704370,320.215475626,25.966606943,53.231544234,392.095764846,274.655883443,32.104168585,25.966606943,48312.878728864,255.771078393,35.172949405,100000,51687.121271136
Suphan Buri,2020,153.476672967,18.829314045,23.566248395,84.199008086,5.565897862,18.355620609,432.245259513,62.764380148,7.223824885,4.500087633,48308.322319961,91.659679688,48.553577096,100000,51691.677680039
Suphan Buri,2021,14.579349904,106.716061185,118.905353728,286.687380497,27.366156788,87.954110899,474.545889101,271.271510516,45.291586998,30.831739962,48249.880497132,273.303059273,42.304015296,100000,51750.119502868
Suphan Buri,2022,191.086247198,131.356772445,102.633745351,371.957191873,30.405547510,75.953778761,577.825582723,313.309337387,39.298869707,27.521226798,48194.475324035,292.277832193,16.825204156,100000,51805.524675965
Suphan Buri,2023,306.002875195,168.887492903,187.250081544,493.856989260,44.698406562,150.404097757,709.375792793,405.426628170,72.363096029,43.731954528,48169.177428513,375.587421627,88.067941578,100000,51830.822571487
Surat Thani,2015,5.079722896,0,3.258690160,608.608309277,1.054282111,1.533501252,255.903021381,12.459697670,1.054282111,3.354533988,49424.937030605,429.092818997,2.875314847,100000,50575.062969395
Surat Thani,2016,8.586499923,0,4.674872180,605.825272359,1.431083321,1.335677766,254.732831055,15.074077643,2.098922203,5.056494399,49394.317835973,406.236851922,3.530005524,100000,50605.682164027
Surat Thani,2017,172.392375667,432.782619662,504.660188835,569.331036033,73.584424377,51.584957295,256.312756562,34.611230538,89.040946508,18.016804938,49364.907625945,499.918924378,49.024674488,100000,50635.092374055
Surat Thani,2018,184.588595459,352.028071789,612.939669964,621.325777670,120.514963549,55.404846416,372.003968796,41.082505166,81.693880685,28.079326925,49347.90945642,466.041446217,48.997483225,100000,50652.09054358
Surat Thani,2019,237.295191092,183.760795947,135.289198240,563.376848390,51.002996426,59.065970126,396.867065940,276.109971461,72.660518805,85.692534436,49333.398337152,335.550963619,36.939670206,100000,50666.601662848
Surat Thani,2020,134.982013296,172.440689651,60.438313220,304.993960839,44.558076362,44.464663204,417.276576744,206.443079159,43.717357940,60.531726378,49263.297129507,164.126918589,41.195202674,100000,50736.702870493
Surat Thani,2021,90.068541787,209.101033733,130.804936205,601.609274444,57.554171930,78.763258015,445.017079387,309.073377832,76.894616069,81.192492544,49203.865099001,354.387945017,43.539357337,100000,50796.134900999
Surat Thani,2022,384.702927996,132.836316553,146.175918567,741.700528733,27.145623678,83.862253217,627.800850003,361.475229385,53.171840193,32.556091627,49174.903637700,521.643737477,17.257527080,100000,50825.096362300
Surat Thani,2023,502.945170228,291.864554744,207.264784252,913.472769391,84.878977655,124.991740121,719.051514652,478.095732691,97.629438114,76.223555592,49115.145964852,536.356960774,108.983862757,100000,50884.854035148
Surin,2015,62.519514917,0.143558014,93.025592805,493.193555681,3.230055306,11.699978107,328.604293102,86.780819214,8.757038829,10.695072012,49994.867801014,689.437360255,10.766851019,100000,50005.132198986
Surin,2016,53.375115144,0.143481492,56.531707975,492.930666873,2.726148354,12.339408340,328.429135926,58.755671106,5.595778201,4.447926262,49937.442069347,514.524631468,6.313185662,100000,50062.557930653
Surin,2017,419.329259426,320.907940251,470.259068694,502.708018902,82.734078346,59.095770247,436.807281172,29.082282085,74.353223656,10.744685499,49916.227268722,796.539351694,27.792919825,100000,50083.772731278
Surin,2018,375.799163539,276.339750493,849.483562364,502.305812651,87.366865705,45.364940915,346.032893160,37.279391509,36.420749094,14.382260448,49894.422759748,558.904658493,30.052484518,100000,50105.577240252
Surin,2019,23.618378534,87.745854796,303.102524518,357.711078523,13.383747836,40.008101820,290.005060059,218.291074328,20.397690552,33.924580076,49852.599846695,354.848244761,27.841058332,100000,50147.400153305
Surin,2020,328.906869608,22.905375033,192.476729571,156.400763894,4.581075007,14.745335177,334.490054772,75.659316904,8.517936340,7.444246886,49851.759275961,182.026152212,26.198022694,100000,50148.240724039
Surin,2021,76.611491869,107.401323672,334.113245582,335.129890972,17.863911848,41.101520756,370.131539390,238.839049059,27.739895634,20.405525322,49750.486174349,387.196658432,20.187672739,100000,50249.513825651
Surin,2022,233.332556772,122.454090636,376.025789618,372.676866806,24.461697059,41.934337816,667.454876905,261.579992661,17.399838087,18.564680804,49696.485669522,471.470089751,10.337979114,100000,50303.514330478
Surin,2023,286.287883155,165.949183353,506.385832581,599.285265479,37.218154578,90.491199366,762.826215300,356.929400080,43.348203567,25.541870789,49679.011660959,532.365564012,57.432720888,100000,50320.988339041
Tak,2015,155.441941330,0.920864581,76.431760251,485.295634365,5.156841655,30.204358268,465.220786492,164.466414227,16.391389548,51.752589471,50474.981951054,693.963548496,8.103608316,100000,49525.018048946
Tak,2016,138.680263525,0.640555490,78.147769746,421.965928854,5.604860535,21.458608906,404.510791759,140.762068866,12.971248667,56.849299713,50671.142014355,829.199081443,10.729304453,100000,49328.857985645
Tak,2017,360.451691025,342.616841730,319.306380808,445.871232388,87.140447874,92.459613453,509.544773294,49.593396725,161.921658078,29.724748826,50673.500229976,540.990428631,57.885037187,100000,49326.499770024
Tak,2018,304.958304918,342.212171546,375.155673441,447.046399537,121.459920535,68.657952546,506.467856225,40.178756983,108.682767932,37.407808226,50650.018396021,407.175525749,60.652989469,100000,49349.981603979
Tak,2019,116.753259930,102.367319990,212.306187317,317.247833402,31.194775027,27.560432305,347.685453695,233.657950806,28.469017985,76.472628099,50628.817006301,264.852725833,41.643510351,100000,49371.182993699
Tak,2020,224.580792456,108.788306896,243.506977354,319.807817259,29.059890198,47.389974785,373.903920552,260.048761006,29.357940354,81.218667477,50577.32315194,274.951268800,42.621172291,100000,49422.67684806
Tak,2021,48.195987128,94.167544081,154.375454154,262.482760666,28.176115552,46.416442988,368.069046313,213.990182848,18.536918126,54.424391618,50562.484243620,251.064019100,23.134073821,100000,49437.515756380
Tak,2022,168.651172912,105.572399434,196.735195603,335.096794304,39.994000900,38.964743524,484.486150607,260.696189689,16.615154786,102.778700842,50541.389379828,272.900241434,6.910728097,100000,49458.610620172
Tak,2023,193.846006409,124.293768904,266.447506937,477.137061469,56.774373413,90.171063656,525.634863821,310.298813256,39.204810285,129.375873941,50542.115404441,369.251231684,51.547065375,100000,49457.884595559
Trang,2015,1.250519747,0.156314968,0.781574842,645.893449465,0,0.468944905,567.267020355,2.813669431,0,0,48978.169051512,473.946984215,0.468944905,100000,51021.830948488
Trang,2016,8.737617158,0.156028878,2.340433167,644.711323172,0.624115511,0.468086633,566.228797626,8.269530525,1.248231023,0.468086633,48967.322872117,625.363742321,1.248231023,100000,51032.677127883
Trang,2017,124.268869247,368.602021939,417.344072157,578.519861218,83.780265232,34.259588013,515.762524994,30.833629212,29.587826011,21.178654408,48964.893265811,671.487925052,35.816842013,100000,51035.106734189
Trang,2018,115.208806244,316.863086539,573.867346621,559.252464318,90.954320719,31.095494263,474.828197394,42.134394726,28.452377251,28.296899779,48961.876924034,500.948412575,43.067259554,100000,51038.123075966
Trang,2019,188.568079606,80.526187334,93.429032022,506.320062058,25.339321497,31.246647981,471.653382955,265.518779857,13.991036409,20.364730774,48936.603504910,335.940329784,42.128565188,100000,51063.396495090
Trang,2020,46.305144688,5.593910097,3.263114223,59.823760755,1.398477524,3.263114223,522.719821243,22.064867603,1.864636699,1.553863916,48962.873529462,64.640738893,41.332780158,100000,51037.126470538
Trang,2021,14.062258305,89.217216579,103.748216828,478.898018940,24.062086433,41.249291028,524.678482089,276.870241293,25.312064949,12.499785160,48896.190846720,335.306736915,38.436839367,100000,51103.809153280
Trang,2022,580.420018153,124.565741291,138.493317893,588.713968264,27.698663579,49.294231792,610.309536478,315.326593847,8.137460486,12.832149229,48856.999780915,382.617132484,21.439078589,100000,51143.000219085
Trang,2023,526.253890845,163.395874333,204.323247846,808.198019491,39.045655191,84.363704790,772.131751645,404.883059047,35.439028406,21.796570568,48848.466791592,485.796946912,98.162972488,100000,51151.533208408
Trat,2015,10.679957280,0,8.454966180,465.913136347,3.114987540,15.129939480,273.228907084,79.654681381,9.789960840,0.889996440,49829.565681737,669.277322891,0.889996440,100000,50170.434318263
Trat,2016,347.731239092,0.436300175,72.425828970,456.806282723,14.397905759,37.521815009,267.888307155,220.767888307,78.970331588,26.178010471,49746.509598604,1587.260034904,39.703315881,100000,50253.490401396
Trat,2017,166.027540526,425.745162977,527.714833537,333.362384522,36.604497124,27.889140666,244.029980826,70.158619488,41.833710999,11.329963396,49705.420951717,484.573819069,63.186334321,100000,50294.579048283
Trat,2018,350.438810336,459.706066727,665.180748067,548.512920527,90.983492373,56.157275197,460.141394442,81.406282650,64.428501776,25.684335168,49636.936685937,553.736853103,85.324232082,100000,50363.063314063
Trat,2019,47.838358535,92.197563723,274.853114495,297.467611257,26.093650110,52.622194389,430.980120988,315.298272165,38.270686828,109.158436295,49591.851822859,283.116103696,26.528544279,100000,50408.148177141
Trat,2020,186.078387147,108.437288547,234.658292416,251.140760276,22.121206864,59.857383278,546.090185124,281.069451915,52.049898503,90.219824071,49555.840866110,294.949424849,38.169925569,100000,50444.159133890
Trat,2021,206.203620603,109.887704398,249.107983276,349.801895672,29.770374100,70.485738677,565.637107896,325.285117002,49.033557341,119.081496399,49435.895190771,328.787513955,42.466563054,100000,50564.104809229
Trat,2022,204.954006039,106.646302928,216.803595253,429.657327435,26.332420476,74.169651008,639.000070220,356.365423776,46.081735833,77.680640404,49448.774664701,334.421740046,15.799452286,100000,50551.225335299
Trat,2023,422.664678691,182.524288925,417.826685491,654.008717184,57.616100841,122.709100265,835.653370982,555.049765357,74.768985825,153.936147286,49432.855251642,438.058293420,83.125519534,100000,50567.144748358
Ubon Ratchathani,2015,89.070083437,0.649356623,95.347197458,1322.198310266,5.248966035,27.327091212,230.900392482,264.234032456,34.848805427,7.575827267,50160.959272894,782.582956661,18.019646285,100000,49839.040727106
Ubon Ratchathani,2016,103.152386407,2.151248934,112.026288262,1314.090411615,5.162997443,27.858673701,229.484480083,289.773231472,39.045168160,16.725960465,50086.076847990,465.476488194,15.435211105,100000,49913.923152010
Ubon Ratchathani,2017,298.185227349,535.244090270,472.724837608,1094.542288890,22.071921248,51.751155160,271.506060403,51.536864662,19.446862653,10.553807005,50078.778544164,628.246166209,16.607513561,100000,49921.221455836
Ubon Ratchathani,2018,299.867853034,362.843307029,493.921987354,871.454225551,32.315648572,44.600936459,652.562443982,55.283795492,18.321103240,12.071630706,50052.826737914,504.017289139,18.801831897,100000,49947.173262086
Ubon Ratchathani,2019,138.953441270,71.901876591,398.684979170,652.180401755,24.091659169,37.203491372,573.562708670,315.536774958,45.678212186,22.226154587,50001.599003927,408.332302864,14.657535999,100000,49998.400996073
Ubon Ratchathani,2020,301.653180859,145.980114537,355.017673660,755.570917523,35.043748765,47.452857370,545.361682909,299.682635716,64.868215799,16.989294614,49977.605020736,472.398254630,13.953589934,100000,50022.394979264
Ubon Ratchathani,2021,338.475265331,162.971555760,329.584933995,576.479075320,32.080171508,53.502656656,524.422436411,320.962383723,57.465816408,15.906195222,49921.674038679,432.841312406,12.907047301,100000,50078.325961321
Ubon Ratchathani,2022,196.079585621,189.764795473,219.786806263,585.188392131,20.442795226,64.378750410,445.888402674,407.678570760,21.620128982,10.863579662,49849.274521588,380.653409532,3.371455757,100000,50150.725478412
Ubon Ratchathani,2023,366.924779885,304.023389048,423.835562072,921.163055275,65.094381504,90.073080077,627.944156830,459.886189133,75.631434221,22.357807287,49831.701338206,629.762734456,32.092546346,100000,50168.298661794
Udon Thani,2015,29.180986966,1.652953510,33.122645336,792.845508607,10.362747005,19.263265906,385.646768921,105.026123023,8.137617280,8.264767550,49851.742785176,597.669844152,1.525803240,100000,50148.257214824
Udon Thani,2016,68.020218248,0.824872050,49.175064499,791.306102403,18.718250358,26.459357285,384.897988708,129.124201619,9.708109507,5.647200955,49797.018024089,491.687193290,1.713195795,100000,50202.981975911
Udon Thani,2017,190.500887043,294.795695388,278.730879549,696.416091380,25.298922582,48.953415196,260.642149902,28.587782518,15.432342775,19.922901533,49775.883169576,558.347221388,15.558837388,100000,50224.116830424
Udon Thani,2018,294.541797935,267.983199321,421.467927180,671.282774005,42.960583507,43.654513637,239.910571332,37.724565253,20.628650230,22.584271506,49725.077499379,437.806827515,22.584271506,100000,50274.922500621
Udon Thani,2019,115.991363687,36.184262367,174.554394591,309.583471231,21.117992845,38.705813752,296.408365247,228.578633004,15.885773722,14.057648969,49667.501930563,344.002647629,15.129308307,100000,50332.498069437
Udon Thani,2020,46.962799159,31.581694468,84.722150430,481.731155940,17.713485321,34.859634812,315.123534225,146.813905023,23.197731665,7.060179202,49634.950912843,234.750958482,16.704888292,100000,50365.049087157
Udon Thani,2021,117.409312473,34.457080834,177.134919252,271.381416275,22.397102542,47.091343807,323.896559843,234.435768492,36.307553694,9.890458388,49534.287028760,366.776482659,15.441876967,100000,50465.712971240
Udon Thani,2022,154.581351234,34.983863933,193.658391203,285.882763764,25.518394349,45.664495152,282.045411230,273.859059158,19.442586171,9.209646081,49429.257766482,413.027044382,4.796690667,100000,50570.742233518
Udon Thani,2023,223.362600284,62.151957050,267.445637862,448.391129314,42.545257197,84.641995116,381.882127852,332.288710578,43.378221570,16.915584187,49379.473579331,516.694207886,37.931916055,100000,50620.526420669
Uthai Thani,2015,1.816063078,0.605354359,2.421417437,817.531062246,2.118740258,1.210708719,697.670899103,9.080315390,1.816063078,1.816063078,49130.257124264,468.241596925,0.605354359,100000,50869.742875736
Uthai Thani,2016,4.238378517,0.302741323,4.541119840,817.704312550,3.027413227,1.210965291,697.818748770,13.320618198,1.816447936,0.908223968,49096.165781148,1729.863917775,0.908223968,100000,50903.834218852
Uthai Thani,2017,495.704600030,443.620793551,846.664668102,665.279783913,20.591272329,93.266351136,743.405493630,46.027549911,14.232202933,9.992823336,49042.960055960,692.835751294,46.027549911,100000,50957.039944040
Uthai Thani,2018,362.883895358,378.054626770,562.834135359,647.790231263,51.883901427,95.879022519,574.667305860,50.670242914,21.845853232,16.991219181,48992.056605033,452.391210685,57.952193991,100000,51007.943394967
Uthai Thani,2019,272.373540856,59.885700389,322.227626459,460.846303502,15.503404669,59.277723735,521.947957198,274.501459144,34.958657588,13.375486381,48942.424610895,241.670719844,43.774319066,100000,51057.575389105
Uthai Thani,2020,354.628374554,17.134761842,355.240330334,213.572567246,3.977712570,40.389081485,507.005363792,131.876470606,17.746717622,3.059778900,48943.305356755,140.137873637,41.918970935,100000,51056.694643245
Uthai Thani,2021,32.274028014,55.019533471,302.453748244,427.861399955,18.134930027,106.350606598,495.483172937,272.638693793,71.002861630,8.606407470,48873.021678926,263.110171237,39.343577007,100000,51126.978321074
Uthai Thani,2022,253.444001825,72.764944563,309.251014393,541.420519714,19.116214250,73.998248708,628.060135910,337.308683694,42.240666971,11.408063343,48849.018906553,316.342513227,13.874671633,100000,51150.981093447
Uthai Thani,2023,362.275087550,128.499283191,458.572140736,613.700191046,37.156419236,196.000111469,713.093612502,388.903854669,95.677779532,24.461309330,48808.053034596,387.355670534,72.455017510,100000,51191.946965404
Uttaradit,2015,10.222769370,0.217505731,36.105951392,573.997624837,1.740045850,6.307666207,589.005520295,54.376432819,8.265217788,19.575515815,49128.889546240,630.766620700,1.522540119,100000,50871.110453760
Uttaradit,2016,56.501119115,0.436302078,74.607655356,575.700592062,2.835963508,10.471249875,590.753013757,80.279582372,16.797630007,46.248020279,49099.254359749,1077.666132924,8.071588445,100000,50900.745640251
Uttaradit,2017,358.648544097,466.177540864,498.086552100,479.946497767,424.433560412,144.246215176,711.833216406,139.438008003,149.054422349,50.923285055,49042.183275744,738.496910727,43.929529167,100000,50957.816724256
Uttaradit,2018,253.437631542,322.058720359,488.020906412,430.580889575,340.255366915,94.052546654,539.760768907,80.021397502,130.884313175,48.670548618,48982.083976428,444.831275431,30.693138768,100000,51017.916023572
Uttaradit,2019,125.914087849,87.391421112,123.272533559,165.977661256,13.648030501,18.931139082,324.470918689,152.549760279,14.308419074,64.057691546,48935.893879959,173.462065079,17.170102889,100000,51064.106120041
Uttaradit,2020,141.244501316,169.139183394,96.745841811,176.444933462,23.466954764,28.780227541,350.454616902,135.488455808,20.367545644,30.772704832,48847.351886987,201.240206421,19.260613816,100000,51152.648113013
Uttaradit,2021,40.683027801,113.778357970,116.460755408,163.626243682,16.764983984,36.659431645,398.559552576,162.508578083,30.847570530,41.130094040,48754.13815688,194.250281093,18.553248942,100000,51245.86184312
Uttaradit,2022,204.702067288,422.015043012,235.553753997,402.648290772,64.856100527,111.696617574,878.034499842,376.976084313,60.577399451,105.616358150,48681.484484079,382.831148944,9.458181327,100000,51318.515515921
Uttaradit,2023,224.365657097,152.976584384,209.861210577,293.261778064,31.728476761,68.216225036,548.676015991,209.181314647,43.966603512,52.805250610,48662.871336494,250.881598390,42.153547697,100000,51337.128663506
Yala,2015,7.373243276,0.194032718,2.134359896,658.353011485,0.970163589,1.746294460,242.152831810,23.477958853,1.358229025,1.164196307,49645.211175508,422.991324797,0.776130871,100000,50354.788824492
Yala,2016,11.339393823,0.384386231,2.882896735,652.111241375,0.576579347,2.498510503,239.857008322,27.291422421,3.075089850,0.960965578,49699.025580904,772.424131768,1.921931156,100000,50300.974419096
Yala,2017,32.162540727,264.532139703,496.521116897,558.181845863,29.117566457,42.249017996,273.286440730,56.712645778,7.041502999,14.463627782,49719.291434487,498.424225815,12.941140647,100000,50280.708565513
Yala,2018,50.182903477,212.805695948,609.741143001,514.469089407,58.483834879,31.694465354,306.568489287,45.277807649,18.677095655,21.506958633,49734.653181426,404.481748327,22.261588761,100000,50265.346818574
Yala,2019,292.855887226,19.822940004,17.952851324,234.322111555,7.293345850,11.033523210,297.718117793,107.156081341,25.620214911,10.285487738,49778.768509203,241.989475141,6.171292643,100000,50221.231490797
Yala,2020,28.400916997,2.598776719,2.784403627,135.693270096,2.227522902,4.269418895,346.008557400,20.790213749,3.526911261,1.856269085,49762.675997513,55.688072543,11.323241417,100000,50237.324002487
Yala,2021,26.597709642,70.003694126,25.858884374,364.979682305,30.291835981,29.737717030,354.820834873,198.928703362,33.431843369,29.553010713,49791.835980791,336.904322128,15.330624307,100000,50208.164019209
Yala,2022,133.039568246,90.959373317,25.725883363,456.450673375,46.490346362,23.888320265,427.049663818,219.588790130,30.319791106,29.952278486,49738.606649406,329.475063350,3.123857265,100000,50261.393350594
Yala,2023,233.690466852,139.739966908,50.897455310,741.388022862,59.471578606,49.255601913,596.357639453,292.432332837,58.741865985,47.248892205,49697.078048238,422.686035672,56.187871811,100000,50302.921951762
Yasothon,2015,4.258951668,0,2.777577175,851.605161849,0.925859058,3.518264422,294.423180548,17.406150297,0.185171812,0.185171812,50186.745772065,758.093396958,0.740687247,100000,49813.254227935
Yasothon,2016,12.409452669,0,11.483374112,851.807057089,2.037372826,3.889529941,294.492981251,30.004945259,1.666941403,1.666941403,50159.378119727,752.531435737,1.852157115,100000,49840.621880273
Yasothon,2017,347.605027303,351.125547302,346.863865197,719.112532495,20.567248417,42.246239992,671.863448294,26.311254732,11.302722103,10.932141051,50129.796013660,960.546088239,19.826086312,100000,49870.203986340
Yasothon,2018,298.287075340,330.007902381,954.963845677,549.827668723,61.772136871,42.294436056,848.856751713,34.503355730,25.784765841,19.106696990,50081.620841511,667.806885089,25.599263928,100000,49918.379158489
Yasothon,2019,152.419473261,100.373799464,333.464067109,378.074644649,18.587740642,15.427824732,426.588647723,243.685279811,28.810997994,10.037379946,50026.301653008,473.801508953,11.338521791,100000,49973.698346992
Yasothon,2020,213.275615426,71.526494606,121.632294212,270.459557728,21.793228825,20.675627347,407.924539548,84.565178518,26.077367825,7.636943434,49983.235977827,353.534600942,14.156285391,100000,50016.764022173
