Province,Year,Addicted to other drugs,Adhd,Alcoholic,Anxiety Disorder,Autistic Disorder,Dementia,Depression,Epilepsy,Intellectual Disabilities,Learning Disabilities,Male population,Schizophrenia,Self-Harm,Total population,Women population
Kanchanaburi,2019,108.954860281,67.831384811,212.098794680,188.072851131,19.220754839,27.825395087,248.975824313,210.199068911,22.796709228,19.556000563,50285.741105372,191.090062646,37.547521081,100000,49714.258894628
Kanchanaburi,2020,825.668010051,23.654272720,187.448953633,60.809333173,6.583028729,10.265061747,280.392393143,75.872195518,7.140912519,5.913568180,50209.875882014,76.653232825,48.089582748,100000,49790.124117986
Kanchanaburi,2021,20.378046350,73.338573402,107.488596132,197.510295392,22.729359390,47.250195383,295.705606650,216.208832428,26.312312595,21.049850076,50151.379772886,211.954075497,43.779209466,100000,49848.620227114
Kanchanaburi,2022,971.750907068,113.264718543,193.545140966,306.474425989,36.674064839,40.587455904,470.165983687,293.616141061,34.661463720,28.064604496,50166.542742616,279.751555573,11.851984369,100000,49833.457257384
Kanchanaburi,2023,350.711419231,103.202978143,149.778348149,353.615399135,38.645271036,77.848999746,463.631560900,291.961671933,39.092037175,39.873877919,50069.192905800,271.522121067,80.976362720,100000,49930.807094200
Khon Kaen,2015,12.948531263,0.167437904,61.059022419,1034.152309331,0.837189521,9.264897369,204.274243195,86.900272310,6.809141440,25.785437256,49432.469223518,718.699297710,10.102086890,100000,50567.530776482
Khon Kaen,2016,26.979983078,1.056947791,68.367833407,1030.746611231,10.736364400,26.757467753,203.601521782,116.653658792,11.403910373,45.726899154,49376.206102594,505.387930435,11.793312191,100000,50623.793897406
Khon Kaen,2017,334.375771770,437.879641372,843.181925394,901.121893150,102.227414373,101.394943572,242.692987543,65.876189393,69.983045345,48.782788944,49329.999750259,753.996553571,34.575287272,100000,50670.000249741
Khon Kaen,2018,262.701536139,278.053503546,429.965931934,664.402112918,87.234645123,53.482485733,246.573657022,40.070297601,46.222169017,26.048464554,49301.430060704,464.327736239,31.590691055,100000,50698.569939296
Khon Kaen,2019,126.183245127,109.162921641,262.512155394,597.928953732,31.268607316,64.865727943,370.011853242,249.649891391,35.426666800,45.516891146,49241.459068617,373.948149553,26.888784660,100000,50758.540931383
Khon Kaen,2020,240.482785561,58.039915481,241.814485342,541.557911185,21.529146469,66.917914025,410.829382624,142.047976704,32.793107122,21.973046396,49229.056801435,317.721372894,28.409595341,100000,50770.943198565
Khon Kaen,2021,203.802566473,103.268149614,253.232917936,524.820898662,34.701668860,81.454078032,436.950917223,249.271794963,40.894410409,29.513155670,49161.385634290,377.980396347,30.182641243,100000,50838.614365710
Khon Kaen,2022,410.269095337,110.248276881,266.106881507,742.021270642,50.982832608,125.022665255,536.187178069,325.875998111,35.872662681,20.818456345,49115.383496113,515.984321240,15.166133520,100000,50884.616503887
Khon Kaen,2023,347.230995644,150.257138477,385.805978505,799.743058047,61.147243573,145.652846491,520.341144346,355.990380399,54.409255301,39.697980906,49057.327365722,519.723495421,66.481484289,100000,50942.672634278
Krabi,2015,31.315103884,4.349319984,26.095919903,506.478312116,35.229491869,25.226055906,221.597853176,185.063565312,48.494917820,20.441803924,49794.277164765,839.201290878,7.393843972,100000,50205.722835235
Krabi,2016,40.716700095,8.617291025,32.099409069,501.741769948,38.346945063,28.437060384,219.525488870,199.705719511,52.780907530,39.424106441,49695.917342944,997.451436179,6.678400545,100000,50304.082657056
Krabi,2017,49.319982065,297.841450136,147.532933365,457.544249205,134.509041997,29.890898221,225.249268741,71.524649316,54.230629630,47.184917907,49689.775177744,705.211691611,14.731942695,100000,50310.224822256
Krabi,2018,108.949779239,341.898820841,319.854507532,528.215661213,179.322010187,36.669867331,450.000741876,90.084934196,74.823486520,68.040620887,49696.572745174,584.386267241,29.039143494,100000,50303.427254826
Krabi,2019,245.227940001,151.427201373,46.479738199,380.671159007,59.308987204,35.333013654,321.572487360,258.898451236,59.939933877,55.733622728,49664.33637029,335.873945267,14.722089022,100000,50335.66362971
Krabi,2020,93.088833942,147.687003962,24.893418515,293.909689188,58.572749447,23.010722997,330.308469201,201.239232028,55.853300365,45.603069212,49678.477443216,303.741543559,19.454520352,100000,50321.522556784
Krabi,2021,106.166208633,120.586422011,39.289856738,326.440192687,50.575241121,36.155027743,324.768283890,234.485208832,58.725796508,32.184244349,49665.304757625,349.010961452,19.435939769,100000,50334.695242375
Krabi,2022,134.040712521,113.403028945,33.979216393,325.408323866,60.036897677,34.604600744,328.952168520,262.036042985,46.278441959,30.018448838,49668.442063351,393.575218103,7.296150759,100000,50331.557936649
Krabi,2023,226.592383170,168.800931315,67.354066190,528.646266423,81.490104773,61.741227341,462.955263596,354.024613338,77.748212207,49.268252120,49665.724264094,500.374189257,53.218027607,100000,50334.275735906
Lampang,2015,5.719454125,0.266021122,6.251496369,1067.276741773,0.532042244,1.729137294,470.458354393,7.980633662,0.399031683,1.197095049,49070.655210024,593.493123354,1.463116171,100000,50929.344789976
Lampang,2016,5.334556725,0,7.335015497,1070.112079037,1.066911345,1.333639181,471.708178409,6.801559824,0.533455673,1.200275263,49027.643672949,584.934144897,1.333639181,100000,50972.356327051
Lampang,2017,387.834388428,542.754092395,366.161683728,975.940622140,399.473433545,121.340389895,457.668659128,129.768663945,285.624842806,61.138432395,48975.630247604,767.775631318,35.586045989,100000,51024.369752396
Lampang,2018,324.898158731,424.019630887,400.515216758,857.038094611,302.333921168,89.854017442,465.924643505,94.286278392,176.887505188,48.486248575,48927.862938374,528.782162433,32.637557905,100000,51072.137061626
Lampang,2019,54.312140790,292.637057093,267.102244632,678.901759875,52.420673200,78.766114628,479.351929162,325.737739912,80.522477390,163.071527198,48856.742946852,309.390055744,22.832715904,100000,51143.257053148
Lampang,2020,58.014254931,319.689793567,163.988772136,560.985617356,55.976283447,72.144190558,517.780621880,272.680584653,86.817585248,181.651191670,48794.064340118,279.473822936,22.553551097,100000,51205.935659882
Lampang,2021,39.906371396,334.663087019,282.922412381,741.020034375,63.024545171,94.399209579,578.229560713,354.753880895,96.876156769,181.092361232,48735.036830829,326.544204563,21.191659293,100000,51264.963169171
Lampang,2022,100.524390684,426.500725162,306.426073670,1060.844293958,64.474264369,113.557897889,692.301079563,467.126444432,102.465551331,166.107889709,48666.006672046,421.925132207,11.508309554,100000,51333.993327954
Lampang,2023,172.192699030,519.237984309,417.602293663,1100.913321275,98.135839040,183.392224170,757.927863859,494.739023065,127.674586598,241.209772706,48571.640562440,459.040536681,49.137916552,100000,51428.359437560
Lamphun,2015,103.809385256,0.246578112,130.193243267,769.323710212,8.630233929,17.260467857,1033.902024653,123.782212348,16.027577296,86.055761174,48459.010087511,743.926164650,16.027577296,100000,51540.989912489
Lamphun,2016,215.061180348,6.405029426,207.424414494,768.603531142,18.968740993,53.703708266,1032.934168615,252.998662334,41.386343985,145.837593088,48392.460787671,1189.118347699,26.359159562,100000,51607.539212329
Lamphun,2017,533.923078628,516.191315869,506.832885524,745.472859321,198.743507589,139.637631726,1134.586542085,84.718422070,238.393699314,22.903526897,48340.725672391,728.479920010,64.523914484,100000,51659.274327609
Lamphun,2018,605.184694589,479.863698028,785.902988253,748.971456850,211.002149415,140.586029540,1011.431540020,69.185068828,269.107758822,36.439110984,48302.503711619,522.704274455,51.704143964,100000,51697.496288381
Lamphun,2019,91.233226648,232.028287232,411.782401357,612.988652559,43.150850442,124.767601848,950.058438580,393.289179739,65.589292671,279.864087150,48190.623196911,365.426059168,46.602918477,100000,51809.376803089
Lamphun,2020,208.623259516,226.420504404,294.643276473,565.804077052,41.526904738,123.839162343,994.421058096,346.551907395,65.256564588,258.307234827,48148.962939709,396.730250620,41.032536824,100000,51851.037060291
Lamphun,2021,350.332031104,240.526469116,393.656674610,614.512759605,49.549448607,136.198735618,1039.791444130,385.190939672,72.207739176,203.924615120,48069.189953663,373.488306081,46.063557750,100000,51930.810046337
Lamphun,2022,175.012688420,247.517945051,316.522947914,755.054741469,36.002610189,125.759117536,1578.614449548,447.032409850,62.004495326,155.761292694,47972.227986529,452.032772376,16.751214463,100000,52027.772013471
Lamphun,2023,305.117295914,395.624562820,546.302865896,1019.648350436,114.074256073,234.667041064,1575.979722361,610.736017129,103.042899442,319.909342306,47905.922584948,552.570682164,95.020094619,100000,52094.077415052
Loei,2015,52.736056823,0.314842130,65.802005230,901.393019005,2.991000238,16.056948645,283.043075126,221.648859721,16.371790775,5.982000475,50405.910216470,638.657261283,30.067423442,100000,49594.089783530
Loei,2016,49.920971503,0.469476221,96.242625311,896.073613871,8.137587831,30.985430588,281.372748470,220.497331810,29.264017777,14.710254926,50313.766607721,834.572228917,30.515954367,100000,49686.233392279
Loei,2017,201.595286540,341.557339192,185.367802174,756.762492042,17.631785897,44.157481494,260.107850358,32.298935227,22.624858010,6.865474155,50278.519803772,538.939721137,54.455692726,100000,49721.480196228
Loei,2018,244.209372158,331.271259298,267.726983890,721.725912359,40.649646769,56.691461394,296.851443452,42.207104499,66.814936643,15.574577306,50241.717439789,484.680845762,41.895612953,100000,49758.282560211
Loei,2019,53.190827537,80.252827512,241.847183686,804.550148685,23.018252852,42.925930995,450.877804183,273.886103196,33.905264337,59.256448221,50215.096241182,363.626183574,42.303816053,100000,49784.903758818
Loei,2020,111.477165864,17.749157693,51.846223789,182.940879735,7.161940824,20.863045008,485.922115450,86.721761713,10.742911236,10.898605601,50169.395469917,187.300321976,44.684282965,100000,49830.604530083
Loei,2021,12.685645018,93.497902170,250.893868135,708.203540391,24.744838430,72.511773375,520.424671544,252.616610051,54.971128412,23.961773923,50118.477659953,368.196931327,49.646289762,100000,49881.522340047
Loei,2022,381.435149751,139.274018495,378.141507422,985.269576783,39.523707951,54.109838266,604.932307808,321.365387270,34.191144180,41.876309615,50056.619280041,649.474899309,18.977653421,100000,49943.380719959
Loei,2023,200.274158660,118.215201972,329.650636350,928.429498466,44.487901806,96.049851602,492.668142261,363.134463504,55.963579657,39.929070879,50031.754615423,500.056592384,95.892650536,100000,49968.245384577
Lop Buri,2015,52.284517330,0.263398072,51.362624077,451.595994769,7.111747949,11.062719032,343.471086135,69.405392022,9.482330599,10.140825779,50220.793434013,488.603423912,13.433301682,100000,49779.206565987
Lop Buri,2016,49.194165282,0.659439213,53.942127615,452.243412202,7.649494870,17.804858748,343.963493445,76.758724381,10.551027406,6.330616444,50199.282530136,696.499696658,16.881643850,100000,49800.717469864
Lop Buri,2017,190.837427892,276.621887179,308.428125161,533.711312859,101.885542415,83.144937463,448.982662301,42.232349188,41.572468732,32.862046712,50156.721608313,571.984379310,57.541575768,100000,49843.278391687
Lop Buri,2018,220.621805140,280.395535839,501.940996862,553.269873776,133.534250480,85.372193736,497.718569970,54.627647923,44.863285734,36.814284470,50154.514434102,455.362350203,56.079107168,100000,49845.485565898
Lop Buri,2019,75.224882808,138.176232104,130.917690781,399.747666709,31.673634866,76.544617594,452.009164238,213.665061869,35.632839225,59.783985810,50199.807846615,282.159297268,31.277714431,100000,49800.192153385
Lop Buri,2020,108.910772010,60.936579186,72.562637057,213.411660001,13.496917758,26.459304120,496.312401529,92.741197270,15.768676193,27.127468366,49932.582227633,171.050046838,39.288057633,100000,50067.417772367
Lop Buri,2021,129.452986810,136.209405746,185.396135599,382.953825282,42.024925781,81.887797502,509.028602624,215.800020810,44.592364976,61.618540695,49834.265043505,274.310608794,31.214655483,100000,50165.734956495
Lop Buri,2022,117.681153140,148.557220937,130.410760039,486.298067808,55.793596195,72.856686294,560.102703552,244.435536729,38.730506097,84.232079693,49937.841600355,333.813627721,18.417303598,100000,50062.158399645
Lop Buri,2023,191.471723778,194.339702522,188.603745034,641.198104949,82.625101916,127.829909741,653.352872008,302.776613136,66.509792782,107.480917699,49765.713450684,367.784131337,83.990806080,100000,50234.286549316
Mae Hong Son,2015,10.438329546,0.401474213,71.060935756,973.173493067,2.810319493,4.014742133,852.731229073,101.572975968,13.248649039,5.219164773,51092.41133442,612.649649513,4.014742133,100000,48907.58866558
Mae Hong Son,2016,6.547025832,0.363723657,42.191944248,881.666145329,4.000960230,1.454894629,772.549048135,52.739930311,7.274473146,7.638196804,51032.611463115,1381.422450479,2.909789259,100000,48967.388536885
Mae Hong Son,2017,406.137184116,407.942238267,331.768953069,654.873646209,34.296028881,28.880866426,698.555956679,46.209386282,30.685920578,11.191335740,50949.819494585,493.862815884,29.241877256,100000,49050.180505415
Mae Hong Son,2018,304.815154684,356.743990838,278.495059647,602.872447129,70.779715032,36.634726876,609.985986328,40.902850395,35.923372956,14.938432318,50918.713587571,344.295297239,38.768788635,100000,49081.286412429
Mae Hong Son,2019,121.631769513,92.722189513,230.924084148,538.352788541,35.960697073,19.743127805,626.844307809,276.051233417,33.492806098,41.954146586,50829.387645738,241.853315612,28.909580000,100000,49170.612354262
Mae Hong Son,2020,52.604446128,79.958758114,154.306375308,333.862884758,31.211971369,27.003615679,550.593202804,194.987146980,26.652919371,21.041778451,50736.988290250,185.167650370,26.652919371,100000,49263.011709750
Mae Hong Son,2021,20.998918556,104.294628827,272.985941224,564.870909148,35.348179569,35.348179569,732.862257594,275.085833080,33.248287713,30.448431906,50661.290943516,242.887491294,40.947891184,100000,49338.709056484
Mae Hong Son,2022,238.546785556,89.411386680,331.101541299,705.860986250,25.146952504,24.797689274,990.510518062,344.024280780,16.066108544,23.749899587,50613.131598892,300.366377127,23.400636358,100000,49386.868401108
Mae Hong Son,2023,298.189637475,158.315385124,370.562384960,810.366004294,68.197396669,55.323398318,1074.804889336,355.600711201,50.104209797,60.542586839,50593.76968069,360.819899722,88.378258948,100000,49406.23031931
Maha Sarakham,2015,195.786695220,1.556333030,173.167988512,490.971193313,5.914065515,31.956704890,322.472203892,193.815340048,22.099929031,6.744109798,49105.523529680,793.314823346,7.159131940,100000,50894.476470320
Maha Sarakham,2016,319.240312044,2.703663881,216.917032874,492.066826252,10.814655522,36.395475315,323.191820793,225.547959878,21.837285189,7.695043352,49108.206867722,479.484390501,12.478448679,100000,50891.793132278
Maha Sarakham,2017,1186.448590859,306.571842077,2239.686269628,357.407782049,30.397817167,69.095379636,298.272096775,37.971334755,17.533211950,9.959694362,49070.999133714,649.351323031,12.657111585,100000,50929.000866286
Maha Sarakham,2018,789.029347575,295.976811690,1461.619009765,460.258471195,55.832932921,56.144268978,446.871020736,37.879220290,18.161270002,19.821728974,49066.666389923,542.139854232,25.218220631,100000,50933.333610076
Maha Sarakham,2019,81.845299919,64.396048160,464.897921877,333.613075306,21.188377136,54.113453373,357.917390257,241.900638975,26.693200608,17.449251759,49048.184862359,323.953668082,12.567615851,100000,50951.815137641
Maha Sarakham,2020,2372.738667420,59.597177261,2431.606508595,276.418376352,21.359128214,64.494148120,356.228582264,217.237962568,29.069252545,14.586721707,49093.174768722,297.673313697,13.649003883,100000,50906.825231278
Maha Sarakham,2021,432.483168934,63.662364283,430.168173869,294.740962575,23.255177697,68.397581462,365.979674343,253.597186650,27.569486681,11.574975324,49027.491618666,320.942497627,15.363149067,100000,50972.508381334
Maha Sarakham,2022,1208.103037371,72.997481534,808.465595051,308.152899616,23.663438298,60.003718540,429.639301591,262.516268614,15.000929635,10.669675304,48974.020925240,306.145732975,6.444061322,100000,51025.979074760
Maha Sarakham,2023,621.841091906,117.585270584,558.795824766,467.364240044,44.971581788,118.010533769,542.954771134,401.129499019,43.695792233,21.794738219,49038.26730768,421.542131887,32.001054653,100000,50961.73269232
Mukdahan,2015,2.595200609,0,6.343823711,1176.779298373,0.865066870,1.153422493,731.846571740,22.203382988,0.576711246,0,50106.403224969,893.902431991,0.865066870,100000,49893.596775031
Mukdahan,2016,6.023768068,0,6.597460265,1170.618927827,1.721076591,2.581614886,728.015397899,33.847839619,0.573692197,1.721076591,50075.010254748,1202.458844756,0.860538295,100000,49924.989745252
Mukdahan,2017,279.267394247,365.217788591,260.992227343,1251.563383419,81.381602618,42.261323465,813.244927213,53.397753297,121.644079703,19.417364835,50063.67753468,1326.948446896,15.134122592,100000,49936.32246532
Mukdahan,2018,245.582918344,311.810719240,854.139663915,996.543647816,93.514791823,54.573981854,655.740500716,49.741910544,64.522363963,28.423948882,50069.354435273,824.862996566,23.876117061,100000,49930.645564727
Mukdahan,2019,142.608054662,115.107097799,197.326453369,338.233417915,35.155862382,17.294416172,493.599648441,240.987766327,20.129566364,90.724806147,50028.209744411,506.074309287,9.923025672,100000,49971.790255589
Mukdahan,2020,61.276943415,61.844322521,75.745110611,445.676287525,14.468167195,18.156131382,812.203189805,80.851522562,19.007200041,28.368955285,50000.567379106,277.732072239,16.737683618,100000,49999.432620894
Mukdahan,2021,51.263210957,196.793770950,245.778616976,317.831907931,42.719342464,49.554437258,566.173685455,261.442375879,55.250349587,110.215903557,49965.966923837,540.542079976,18.796510684,100000,50034.033076163
Mukdahan,2022,122.157837037,272.790694363,246.878425901,320.059228042,50.116035708,42.997280636,788.758061990,306.675968507,13.952759941,85.994561271,49925.822572149,694.790495038,3.132252232,100000,50074.177427851
Mukdahan,2023,246.799847598,334.942650312,361.669822748,455.499257894,76.769537847,83.309165145,792.716561180,370.484103019,68.808252441,124.252918664,49937.162711614,692.347498735,35.825784329,100000,50062.837288386
Nakhon Nayok,2015,19.395105451,0.387902109,7.758042180,521.728336637,9.309650617,14.740280143,414.279452437,33.747483485,8.921748508,3.103216872,49493.593796669,518.237217656,2.327412654,100000,50506.406203331
Nakhon Nayok,2016,22.849264564,0,14.716475482,520.885776914,11.230994446,16.265578164,413.610416166,40.276669739,14.329199811,3.098205365,49482.986979792,1399.226997762,4.260032376,100000,50517.013020208
Nakhon Nayok,2017,272.763800457,340.375224084,504.960746739,522.346541386,117.064350621,190.857390122,441.212833035,76.497496446,16.613092662,56.407244854,49384.542869506,494.529269951,25.499165482,100000,50615.457130494
Nakhon Nayok,2018,321.071779177,342.245577563,691.420761872,498.931685627,105.099035630,135.512309676,455.429154395,65.446285923,31.568208504,35.802968182,49443.514080576,508.171161287,45.042443841,100000,50556.485919424
Nakhon Nayok,2019,80.960785818,67.147571176,268.973985112,284.322001381,29.928631724,90.936996393,288.542705855,214.488527358,35.684137825,31.079732945,49488.527357839,330.366050188,27.242728877,100000,50511.472642161
Nakhon Nayok,2020,151.981516591,55.649797742,33.773670354,127.418847243,18.038210303,28.784378142,280.935530669,62.941840204,18.805793720,14.967876634,49374.035723332,120.510596489,20.340960554,100000,50625.964276668
Nakhon Nayok,2021,200.366053367,63.577690011,148.733262691,305.558231384,23.889798671,83.228976014,315.191214719,216.934784703,42.770446007,20.421924670,49320.489355553,341.392929390,18.110008670,100000,50679.510644447
Nakhon Nayok,2022,1285.487202721,160.493921965,146.671478925,503.367300707,77.559263725,109.043717316,473.034717369,289.887347089,46.074810133,37.627761609,49490.105434524,372.438048578,11.518702533,100000,50509.894565476
Nakhon Nayok,2023,563.359728420,105.989969355,192.010814049,474.650732329,48.770746768,118.278661454,364.436525065,305.297194338,51.458898165,29.185643735,49475.426456018,413.207271834,56.835200959,100000,50524.573543982
Nakhon Pathom,2015,7.716748364,0.447347731,8.611443826,414.579509908,1.006532395,4.920825043,225.351419602,32.097199715,6.262868237,4.026129581,48049.955321145,281.269886005,8.946954624,100000,51950.044678855
Nakhon Pathom,2016,8.546866242,0.221996526,10.766831499,411.470560486,7.325885350,7.991874927,223.661499698,38.960390270,7.658880139,6.326900984,48022.732444237,468.412669342,8.213871453,100000,51977.267555763
Nakhon Pathom,2017,79.293145658,261.116733827,301.974729715,317.833358847,83.808449786,63.104128420,196.470794242,43.060583267,30.395705836,31.166611418,48017.396035122,301.424082870,59.139471137,100000,51982.603964878
Nakhon Pathom,2018,200.104811596,304.916407829,590.030207183,442.112380350,123.520137940,73.849506740,334.127990495,57.876131949,50.655291290,41.793350481,47994.411506957,391.675902414,68.488579584,100000,52005.588493043
Nakhon Pathom,2019,25.364768228,99.935009585,59.873916418,301.329092083,32.005329867,62.377734741,276.290908853,185.282555898,26.888831555,30.698989873,47979.473044219,187.024342557,30.372404874,100000,52020.526955781
Nakhon Pathom,2020,86.480503909,88.325131972,34.288380471,185.547881662,23.871657290,52.083615905,316.407966623,134.874863687,29.514049013,19.097325832,48025.868195900,157.661445646,33.745842805,100000,51974.131804100
Nakhon Pathom,2021,25.161407173,97.175089773,46.201549379,234.586740155,30.801032919,54.986351021,297.164895065,155.198162350,31.343304625,26.788222292,48039.308191448,214.088869656,23.534592054,100000,51960.691808552
Nakhon Pathom,2022,287.120457224,117.862513974,68.527239035,298.830808199,30.685456720,67.985093157,334.937723703,258.603584018,21.794264313,25.589285463,48018.944745576,212.846471877,10.734488393,100000,51981.055254424
Nakhon Pathom,2023,201.640223972,207.602703714,105.698504502,511.905987956,66.346138210,125.428892009,539.875438378,340.403388857,59.299571244,49.325968767,47949.611625751,384.417330218,59.841614856,100000,52050.388374249
Nakhon Phanom,2015,18.486048635,0,13.304353184,977.239752847,1.260412407,5.881924566,211.049055251,37.392234739,2.940962283,1.260412407,49921.714384947,760.168727208,2.800916460,100000,50078.285615053
Nakhon Phanom,2016,14.531877910,0.139729595,19.422413745,975.033115914,4.890535835,7.126209360,210.572500098,43.176444944,4.331617454,3.772699073,49901.770094513,711.922287988,3.912428668,100000,50098.229905487
Nakhon Phanom,2017,170.999013306,287.506898493,117.344066181,822.384007760,30.102515790,30.520606287,189.813085675,34.562147759,14.075713402,15.329984893,49902.724277679,759.670433198,17.838527875,100000,50097.275722321
Nakhon Phanom,2018,248.595214333,273.371221137,253.327710015,760.261512144,58.877813921,37.024819156,227.716556915,38.416729651,25.611153100,22.270567913,49897.624983123,632.066555592,21.713803716,100000,50102.375016877
Nakhon Phanom,2019,70.924352920,151.861555663,209.018240075,418.453682226,56.461347618,45.057824208,275.214302800,236.970779167,28.786943244,30.872953624,49881.236475699,500.225289121,19.052228137,100000,50118.763524301
Nakhon Phanom,2020,14.452312926,15.564029305,37.659392336,447.604807062,6.670298274,13.062667452,329.762870896,57.392358062,9.171660126,4.446865516,49889.106291203,206.362352837,22.651221220,100000,50110.893708797
Nakhon Phanom,2021,21.755349933,141.409774567,200.539700027,396.058934685,57.038064890,48.810079979,315.870946149,238.053732925,53.133258491,20.639690962,49828.816076646,518.223592004,22.313179419,100000,50171.183923354
Nakhon Phanom,2022,86.398575191,159.676849788,187.313227636,415.662289046,67.974323293,28.473843843,332.474000170,254.589662599,29.450887505,10.049591945,49786.79511534,623.772588901,10.328747276,100000,50213.20488466
Nakhon Phanom,2023,158.602841716,204.856181458,285.624853275,598.498652924,98.235945133,86.078722905,434.306283747,331.039763898,69.869093267,17.607011503,49784.663454552,710.289202151,54.078678189,100000,50215.336545448
Nakhon Ratchasima,2015,40.416399383,0.304741937,59.272306729,726.657148560,4.228294375,15.275189588,373.080316261,79.804294728,13.408645224,6.171024222,49402.781989142,571.543502673,9.942205692,100000,50597.218010858
Nakhon Ratchasima,2016,88.850109941,0.380351498,74.396753015,725.558517648,5.134745223,36.703919560,372.516257174,87.632985147,13.312302431,4.336007078,49356.388212603,446.190342343,11.030193443,100000,50643.611787397
Nakhon Ratchasima,2017,400.614485482,369.958504398,644.344711331,681.640292279,72.390608798,108.737675480,604.507112150,59.908161055,30.769802796,19.235869319,49308.096783360,663.011472090,36.309126111,100000,50691.903216640
Nakhon Ratchasima,2018,418.900797948,330.563748579,900.061427177,612.568613551,90.759316361,93.522214648,486.345794509,57.869472358,35.614894368,23.427863564,49274.285024372,514.580344136,39.210446935,100000,50725.714975628
Nakhon Ratchasima,2019,47.275860689,73.443729265,315.260511893,349.962201968,20.428307215,57.320093072,402.751062385,229.997817456,34.739450346,21.372314017,49247.248975375,311.069121689,24.657457692,100000,50752.751024625
Nakhon Ratchasima,2020,514.496101580,40.341515314,424.550023857,335.511346666,12.968265935,58.565142662,415.929718804,140.722699154,30.813809729,9.867980784,49200.239856207,272.938518321,23.743647251,100000,50799.760143793
Nakhon Ratchasima,2021,103.285347417,89.767118122,241.391527032,372.890482217,27.074431143,86.881204003,472.416546768,245.720398211,47.731500626,16.024417871,49137.472417686,331.234590263,28.289552877,100000,50862.527582314
Nakhon Ratchasima,2022,461.120958117,112.592678133,458.955714306,513.086809563,39.468216120,82.887052526,652.612081757,294.473158194,33.238391824,20.360889163,49093.484591441,437.987037407,11.396020054,100000,50906.515408559
Nakhon Ratchasima,2023,679.433887569,146.781168159,688.531579268,611.144101346,54.548084536,137.683476460,732.002558012,338.365613009,75.979048663,28.929898289,49014.975028930,453.247761739,91.014982642,100000,50985.024971070
Nakhon Sawan,2015,18.373300703,0.279796457,31.150672258,1062.107352305,9.419814066,18.653097160,783.616611702,98.581618492,13.430229955,10.165937952,48957.198603256,732.973452912,3.171026517,100000,51042.801396744
Nakhon Sawan,2016,65.596813869,0.374838936,79.746983718,1067.166451915,11.432587560,24.645660068,787.349185897,137.097340986,17.898559213,7.215649526,48909.734098629,585.217289446,5.060325641,100000,51090.265901371
Nakhon Sawan,2017,188.061429023,448.627339161,269.476551413,910.573742122,92.576873040,83.009658197,790.889760360,51.963108069,20.635169269,34.329417966,48885.653961343,821.936310488,36.861916013,100000,51114.346038657
Nakhon Sawan,2018,203.138785508,334.962890998,344.640640723,775.817276568,81.462223421,71.220721284,525.980999665,41.999554636,25.180941034,25.932610916,48876.488423814,511.793230649,48.012913689,100000,51123.511576186
Nakhon Sawan,2019,40.870446335,72.888768349,171.863051986,538.378667510,26.179686823,39.175358699,488.373582248,248.707024820,20.529394703,13.749044159,48866.457229172,296.734507841,38.045300275,100000,51133.542770828
Nakhon Sawan,2020,80.480043124,12.199677512,85.397742587,258.273792918,4.161130314,33.478184801,511.346172942,101.947692701,14.185671526,4.539414888,48846.184763643,197.275405356,35.558749959,100000,51153.815236357
Nakhon Sawan,2021,66.135143212,95.250031332,151.455262371,488.686648606,28.150818977,87.826698931,535.444002044,251.429232505,38.562765722,15.425106289,48786.044135085,294.715937027,40.683717836,100000,51213.955864915
Nakhon Sawan,2022,142.692210382,166.054182326,149.187032458,753.884049008,42.943375815,43.525001672,757.373804153,320.088096930,31.504733950,22.295657872,48759.246639414,437.770395438,14.831459367,100000,51240.753360586
Nakhon Sawan,2023,190.407966880,182.014791508,229.055611618,774.026440454,45.674489236,166.497176575,701.903689289,354.074886643,60.313748607,30.840039741,48686.370459146,427.661563746,85.200489537,100000,51313.629540854
Nakhon Si Thammarat,2015,24.972736483,0.193587105,9.485768121,850.428150146,1.677754906,4.517032439,419.245139350,42.395575889,3.871742090,10.647290748,49516.096767741,519.329672386,3.420038846,100000,50483.903232259
Nakhon Si Thammarat,2016,22.022219260,0.064392454,9.465690735,848.628150964,1.287849080,6.439245398,418.357773489,39.472574288,3.992332147,9.594475643,49521.209908453,510.696552492,4.507471778,100000,50478.790091547
Nakhon Si Thammarat,2017,86.767840111,365.710377948,276.178821448,745.175065365,142.877710049,71.535263736,396.175530698,82.075949497,149.819137258,31.814874707,49505.680401266,603.775622222,30.915060069,100000,50494.319598734
Nakhon Si Thammarat,2018,91.119915092,288.567787442,365.442194681,686.928655673,140.658347803,60.575492850,414.210599941,70.714187627,81.237896131,36.897148717,49486.455858818,491.726696723,31.121942831,100000,50513.544141182
Nakhon Si Thammarat,2019,155.515217817,97.997645494,68.342148851,500.492550257,22.225609795,45.540082318,357.403177686,199.261879172,43.938813601,59.631247030,49420.276673614,298.348387394,20.816493324,100000,50579.723326386
Nakhon Si Thammarat,2020,121.579846187,46.761479303,31.708126376,269.422988968,10.761545922,20.113841782,354.170163101,94.419754099,12.427023267,24.021307861,49394.919269189,172.120677926,25.558671564,100000,50605.080730811
Nakhon Si Thammarat,2021,48.654327138,125.894684676,66.076964176,575.785889987,31.425274955,66.786775315,347.097646782,269.599176103,52.138854546,46.073195725,49338.907716809,378.135752026,32.522255806,100000,50661.092283191
